song_id,song_name,artist_name,song_single,song_released,song_genre,song_label,song_songwriter,song_producer
Smooth Sailing Ella Fitzgerald,Smooth Sailing,Ella Fitzgerald,NA,NA,"pop,jazz,blues","decca
verve
capitol
reprise
pablo",NA,NA
It Ain't The Meat The Swallows,It Ain't The Meat,The Swallows,1,1951,blues,king,henry glover and syd nathan,NA
Rag Mop - Single Version Lionel Hampton,Rag Mop - Single Version,Lionel Hampton,NA,NA,"jazz,blues",decca,NA,NA
Bo Diddley Bo Diddley,Bo Diddley,Bo Diddley,0,1997,"rock,blues",chess/mca,NA,"leonard chess, phil chess, bo diddley, andy mckaie"
Larger Than Life Backstreet Boys,Larger Than Life,Backstreet Boys,1,1999,"rock,pop",jive,"brian littrell,kristian lundin,max martin","kristian lundin,max martin,rami"
I'm a Slave 4 U Britney Spears,I'm a Slave 4 U,Britney Spears,1,2001,"pop,r&b,elect",jive,"chad hugo,pharrell williams",the neptunes
What a Girl Wants Christina Aguilera,What a Girl Wants,Christina Aguilera,1,1999,"pop,r&b",rca,"shelly peiken,guy roche",guy roche
All The Things She Said - Original Album Version (Edited) t.A.T.u.,All The Things She Said - Original Album Version (Edited),t.A.T.u.,1,2002,"alt,rock,pop,elect","universal,interscope","sergio galoyan,trevor horn,martin kierszenbaum,valery polienko,elena kiper",trevor horn
Stronger Britney Spears,Stronger,Britney Spears,1,2000,pop,jive,"max martin,rami","max martin,rami"
Redbone Childish Gambino,Redbone,Childish Gambino,1,2016,other,glassnote,"donald glover,ludwig g�ransson","childish gambino,ludwig g�ransson"
Green Light Lorde,Green Light,Lorde,1,2017,"pop,elect",universal new zealand,"ella yelich-o'connor,jack antonoff,joel little","lorde,antonoff,frank dukes"
XO TOUR Llif3 Lil Uzi Vert,XO TOUR Llif3,Lil Uzi Vert,1,2017,rap,"generation now,atlantic","symere woods,bryan simmons,john lucas","tm88,jw lucas"
Love So Soft Kelly Clarkson,Love So Soft,Kelly Clarkson,1,2017,"r&b,rap",atlantic,"maureen ""mozella"" mcdonald,jesse shatkin,priscilla renea",jesse shatkin
Praying Kesha,Praying,Kesha,1,2017,pop,"kemosabe,rca","kesha sebert,andrew joslyn,ben abraham,ryan lewis","jon castelli,lewis"
Nobody But Me Michael Bublé,Nobody But Me,Michael Bublé,1,2016,"pop,jazz",reprise,NA,"michael bubl�,johan carlsson,alan chang,jason ""spicy g"" goldman,the monsters and the strangerz"
I Could Have Told You Bob Dylan,I Could Have Told You,Bob Dylan,1,2017,pop,columbia,NA,jack frost
That Face Seth MacFarlane,That Face,Seth MacFarlane,0,2017,"pop,jazz","republic,verve,fuzzy door",NA,"joel mcneely,seth macfarlane,joy fehily "
Go Tell It On The Mountain Sarah McLachlan,Go Tell It On The Mountain,Sarah McLachlan,0,2016,other,verve,NA,pierre marchand
The Good Life Michael Bublé,The Good Life,Michael Bublé,0,2016,jazz,columbia,NA,dae bennett
Miracles (Someone Special) Coldplay,Miracles (Someone Special),Coldplay,1,2017,pop,parlophone,"guy berryman,jonny buckland,will champion,chris martin,sean anderson","rik simpson,daniel green,bill rahko,martin terefe"
Love Lana Del Rey,Love,Lana Del Rey,1,2017,"alt,pop","polydor,interscope","lana del rey,benjamin levin,emile haynie,rick nowels","lana del rey,emile haynie,benny blanco,rick nowels,kieron menzies"
Galway Girl Ed Sheeran,Galway Girl,Ed Sheeran,1,2017,"pop,hip,hop,folk","asylum,atlantic","ed sheeran,amy wadge,damian mckee,eamon murray,johnny mcdaid,liam bradley,niamh dunne,sean graham,foy vance","mike elizondo,ed sheeran"
Migration Bonobo,Migration,Bonobo,0,2017,elect,ninja tune,NA,simon green
Cola CamelPhat,Cola,CamelPhat,1,2017,other,defected,"dave whelan,mike di scala,alexander kotz",camelphat
Andromeda (feat. DRAM) Gorillaz,Andromeda (feat. DRAM),Gorillaz,1,2017,"pop,elect","parlophone,warner bros.","damon albarn,shelley massenburg-smith","gorillaz,remi kabaka jr.,anthony khan"
Autobahn - 3-D Kraftwerk,Autobahn - 3-D,Kraftwerk,0,2017,elect,"kling klang,parlophone",NA,none listed
Love$ick (feat. A$AP Rocky) Mura Masa,Love$ick (feat. A$AP Rocky),Mura Masa,1,2016,"hip,hop,elect","universal music,polydor,anchor point","alex crossan,rakim mayers",mura masa
Die Young Sylvan Esso,Die Young,Sylvan Esso,NA,NA,"pop,folk,elect","trekky,partisan,dine alone,loma vista",NA,NA
Holding On The War On Drugs,Holding On,The War On Drugs,0,2017,"rock,pop",atlantic,NA,adam granduciel
You Want It Darker Leonard Cohen,You Want It Darker,Leonard Cohen,1,2016,"rock,folk",columbia,NA,"adam cohen,patrick leonard"
The Promise Chris Cornell,The Promise,Chris Cornell,1,2017,rock,sstsub popa&mepicsuretoneinterscopemosley,chris cornell,NA
Run Foo Fighters,Run,Foo Fighters,1,2017,"rock,metal",rca,"dave grohl,taylor hawkins,nate mendel,pat smear,chris shiflett",greg kurstin
Everything Now Arcade Fire,Everything Now,Arcade Fire,1,2017,rock,"sonovox,columbia,rough trade",NA,"arcade fire,thomas bangalter,steve mackey"
Blood In The Cut K.Flay,Blood In The Cut,K.Flay,0,2017,"rock,pop,elect","interscope,night street",NA,"tommy english,mike elizondo,jt daly,simon says"
The Stage Avenged Sevenfold,The Stage,Avenged Sevenfold,1,2016,metal,capitol,NA,"avenged sevenfold,joe barresi"
Forever Code Orange,Forever,Code Orange,0,2017,"metal,punk",roadrunner,NA,"kurt ballou,will yip"
Clockworks Meshuggah,Clockworks,Meshuggah,1,2016,metal,nuclear blast,NA,"tue madsen, meshuggah"
Black Hoodie Body Count,Black Hoodie,Body Count,0,2017,"metal,rap",century media,NA,will putney
Invisible Enemy August Burns Red,Invisible Enemy,August Burns Red,0,2017,metal,fearless,NA,"carson slovak, grant mcfarland"
Sultan's Curse Mastodon,Sultan's Curse,Mastodon,1,2017,"rock,metal",reprise,NA,brendan o'brien
Saturnz Barz (feat. Popcaan) Gorillaz,Saturnz Barz (feat. Popcaan),Gorillaz,1,2017,hop,"parlophone,warner bros.","damon albarn,andrae sutherland","gorillaz,remi kabaka jr.,anthony khan"
oh baby LCD Soundsystem,oh baby,LCD Soundsystem,1,2017,"rock,punk,pop","dfa,columbia",NA,james murphy
Ballad of the Dying Man Father John Misty,Ballad of the Dying Man,Father John Misty,1,2017,"rock,pop,folk","bella union,sub pop",NA,"jonathan wilson,josh tillman"
Me and Your Mama Childish Gambino,Me and Your Mama,Childish Gambino,1,2016,"rock,r&b",glassnote,"donald glover,ludwig g�ransson,zac rae,bernie grundman",ludwig goransson
The Weekend SZA,The Weekend,SZA,1,2017,r&b,"top dawg,rca","sol�na rowe,cody fayne,justin timberlake,timothy mosley,floyd hills,sol�na rowe,cody fayne,justin timberlake,timothy mosley,floyd hills",thankgod4cody
High Ledisi,High,Ledisi,0,2017,"pop,r&b,jazz",verve,NA,"ivan barias,butta-n-bizkit,timothy bullock,dj camper,nelson davis,kirk franklin,jeff gitelman,dj khalil,ledisi"
Go Thru Your Phone PJ Morton,Go Thru Your Phone,PJ Morton,0,2017,"r&b,jazz",morton records,NA,"pj morton ,luke witherspoon"
Feel The Real (feat. Marsha Ambrosius) Musiq Soulchild,Feel The Real (feat. Marsha Ambrosius),Musiq Soulchild,0,2017,r&b,"soulstar music company, eone music",NA,"musiq soulchild , blaqsmurph, christopher bradley, phil cornish, gmjr, j'rell, david luke, alexander plummer, doobie powell, jonathan troy, elijah y. whittingham, needlz"
Chase Me - Single Version - Music From The Motion Picture Baby Driver Danger Mouse,Chase Me - Single Version - Music From The Motion Picture Baby Driver,Danger Mouse,0,2017,"rock,pop",30th century,NA,NA
Sassy Rapsody,Sassy,Rapsody,0,2017,"hip,hop","jamla,roc nation",NA,"9th wonder,eric g,ka$h don't make beats,khrysis,nottz"
LOYALTY. FEAT. RIHANNA. Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1,2017,"hip,hop,r&b","top dawg,aftermath,interscope","kendrick duckworth,dacoury natche,mark spears,robyn fenty,anthony tiffith","dj dahi,sounwave,martin,top dawg"
Power Rapsody,Power,Rapsody,0,2017,"hip,hop","jamla,roc nation",NA,"9th wonder,eric g,ka$h don't make beats,khrysis,nottz"
"Who Dat Boy Tyler, The Creator",Who Dat Boy,"Tyler, The Creator",1,2017,"hip,hop,rap",columbia,"tyler okonma,rakim mayers","tyler, the creator"
Want Some More (feat. Mr. Talkbox) Morgan Heritage,Want Some More (feat. Mr. Talkbox),Morgan Heritage,NA,NA,other,vp recordsctbc music groupn cool to be conscious music group membran 7 empire,NA,NA
Pineapple Wine Morgan Heritage,Pineapple Wine,Morgan Heritage,NA,NA,other,vp recordsctbc music groupn cool to be conscious music group membran 7 empire,NA,NA
Setting the World On Fire Kenny Chesney,Setting the World On Fire,Kenny Chesney,1,2016,"rock,pop,country","blue chair,columbia nashville","ross copperman,matt jenkins,josh osborne","buddy cannon,kenny chesney"
You Look Good Lady Antebellum,You Look Good,Lady Antebellum,1,2017,"pop,country",capitol nashville,"hillary lindsey,ryan hurd,busbee",busbee
Better Man Little Big Town,Better Man,Little Big Town,1,2016,country,capitol nashville,taylor swift,jay joyce
Craving You Thomas Rhett,Craving You,Thomas Rhett,1,2017,"pop,country",valory,"dave barnes,julian bunetta","dann huff,julian bunetta,joe london,thomas rhett"
Broken Halos Chris Stapleton,Broken Halos,Chris Stapleton,1,2017,"rock,folk,country",mercury nashville,"chris stapleton,mike henderson","dave cobb,chris stapleton"
My Only True Friend Gregg Allman,My Only True Friend,Gregg Allman,0,2017,rock,rounder,"gregg allman, scott sharrard",don was
Shine On Rainy Day Brent Cobb,Shine On Rainy Day,Brent Cobb,NA,NA,"rock,country","low country sound,elektra,atlantic,warner music group",NA,NA
Damned (If You Do) The Mavericks,Damned (If You Do),The Mavericks,0,2017,other,mono mundo recordings,NA,"niko bolas, raul malo"
"City Of Stars - From ""La La Land"" Soundtrack Ryan Gosling","City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,NA,NA,"rock,folk",interscope,NA,"justin hurwitz,marius de vries,steven gizicki"
"How Far I'll Go - From ""Moana"" Alessia Cara","How Far I'll Go - From ""Moana""",Alessia Cara,0,2016,pop,walt disney,lin-manuel miranda,miranda
Never Give Up Sia,Never Give Up,Sia,1,2016,"pop,elect","monkey puzzle,sony classical","sia furler,greg kurstin",greg kurstin
Too Hard Not To Tina Campbell,Too Hard Not To,Tina Campbell,NA,NA,r&b,gee tree,NA,NA
Better Days Le'Andria Johnson,Better Days,Le'Andria Johnson,NA,NA,other,"music world, rca inspiration",NA,NA
My Life The Walls Group,My Life,The Walls Group,NA,NA,"r&b,jazz","my block, rca, fo yo soul, wall2wall",NA,NA
Never Have to Be Alone CeCe Winans,Never Have to Be Alone,CeCe Winans,1,2017,r&b,pure springs gospel,NA,NA
Oh My Soul Casting Crowns,Oh My Soul,Casting Crowns,NA,NA,rock,"beach street, reunion, sony bmg",NA,NA
Asos Model Crush dné,Asos Model Crush,dné,0,1977,"pop,r&b",columbia,NA,maurice white
Thin Aquilo,Thin,Aquilo,NA,NA,"pop,elect","believe,island",NA,NA
Howl Jake Houlsby,Howl,Jake Houlsby,NA,NA,NA,NA,NA,NA
What's Good Fenne Lily,What's Good,Fenne Lily,NA,NA,folk,dead oceans,NA,NA
Haven Lea Lists,Haven Lea,Lists,NA,NA,NA,NA,NA,NA
Tidal Wave Old Sea Brigade,Tidal Wave,Old Sea Brigade,NA,NA,folk,nettwerk music group,NA,NA
Minimum Charlie Cunningham,Minimum,Charlie Cunningham,NA,NA,folk,"bmg, infectious music, dumont dumont",NA,NA
"Sister, I Jesse Marchant","Sister, I",Jesse Marchant,NA,NA,"rock,pop,folk",partisan records,NA,NA
Places We Won't Walk Bruno Major,Places We Won't Walk,Bruno Major,NA,NA,"pop,r&b",NA,NA,NA
Do You Rise Ian Randall Thornton,Do You Rise,Ian Randall Thornton,NA,NA,NA,NA,NA,NA
Rose Petals S. Carey,Rose Petals,S. Carey,0,2018,"pop,folk",jagjaguwar,NA,NA
Terraform Novo Amor,Terraform,Novo Amor,NA,NA,"rock,folk","all points, believe recordings, dumont dumont, brilliance records, lacey music",NA,NA
Imogen Nick Mulvey,Imogen,Nick Mulvey,NA,NA,"alt,folk",NA,NA,NA
Organs Made from Copper Crow's Feet,Organs Made from Copper,Crow's Feet,NA,NA,NA,NA,NA,NA
Maribel Oskar Schuster,Maribel,Oskar Schuster,NA,NA,NA,NA,NA,NA
Song That I Heard The Barr Brothers,Song That I Heard,The Barr Brothers,0,2017,"blues,folk",secret city,NA,NA
You Kyson,You,Kyson,NA,NA,elect,NA,NA,NA
High Beams All The Luck In The World,High Beams,All The Luck In The World,NA,NA,NA,NA,NA,NA
I Awoke James Yorkston,I Awoke,James Yorkston,0,2006,folk,domino,NA,rustin man
Third Attempt Rose Elinor Dougall,Third Attempt,Rose Elinor Dougall,NA,NA,pop,NA,NA,NA
Where You Are Ralegh Long,Where You Are,Ralegh Long,NA,NA,NA,NA,NA,NA
Them Nils Frahm,Them,Nils Frahm,NA,NA,elect,erased tapes,NA,NA
Quiet Eyes Axel Flovent,Quiet Eyes,Axel Flovent,NA,NA,pop,liberty,NA,bill conti
Waste Rhye,Waste,Rhye,0,2018,"alt,r&b",loma vista,NA,NA
Dynamite - Acoustic Sigrid,Dynamite - Acoustic,Sigrid,NA,NA,"pop,elect",islandpetroleum,NA,NA
Moln Menke,Moln,Menke,NA,NA,NA,NA,NA,NA
Odyssey Talos,Odyssey,Talos,NA,NA,NA,NA,NA,NA
Twice Little Dragon,Twice,Little Dragon,NA,NA,"alt,pop,hop,r&b,elect","off the wall,peacefrog,jvc victor,because,loma vista,republic",NA,NA
All My Faith The Last Dinosaur,All My Faith,The Last Dinosaur,NA,NA,NA,NA,NA,NA
4AM In London Benjamin Francis Leftwich,4AM In London,Benjamin Francis Leftwich,NA,NA,folk,dirty hit,NA,NA
"I'm Tired, You're Lonely Liza Anne","I'm Tired, You're Lonely",Liza Anne,NA,NA,"alt,rock",arts & crafts,NA,NA
Twenty Four St. South,Twenty Four,St. South,NA,NA,NA,NA,NA,NA
I Fall For The Same Face Every Time Z Berg,I Fall For The Same Face Every Time,Z Berg,NA,NA,"alt,rock",NA,NA,NA
Fortune Sumie,Fortune,Sumie,NA,NA,NA,NA,NA,NA
Lionhearted Billie Marten,Lionhearted,Billie Marten,NA,NA,other,chess club records ,NA,NA
Not Going Oh Land,Not Going,Oh Land,0,2016,"pop,elect",self-released,NA,NA
Four Leaf Clover Love Sivu,Four Leaf Clover Love,Sivu,NA,NA,"rock,pop",NA,NA,NA
May I Have This Dance Meadowlark,May I Have This Dance,Meadowlark,1,1980,country,capitol,"wayland holyfield,bob house",jim ed norman
Breathe Out Breathe In Cecilia Ebba,Breathe Out Breathe In,Cecilia Ebba,1,2015,"pop,folk",rca,NA,"micheal angelo,christopher j. baran,jerrod bettis,dan book,carl falk,toby gad,jason gill,jake gosling,oscar holter,ilya,christian ""bloodshy"" karlsson,kdrew,ian kirkpatrick,matthew koma,kristian lundin,christian medice,ozgo,peter thomas,svidden,emily wright"
You Don't Know Lizzie Loveless,You Don't Know,Lizzie Loveless,NA,NA,"alt,rock,punk,pop,country",bloodshotpeloton,NA,NA
Empire Sounds James Heather,Empire Sounds,James Heather,NA,NA,NA,NA,NA,NA
Killing Me Luke Sital-Singh,Killing Me,Luke Sital-Singh,NA,NA,folk,"parlophone, raygun",NA,NA
To Be Brave Bryde,To Be Brave,Bryde,NA,NA,NA,NA,NA,NA
hollow crown isaac gracie,hollow crown,isaac gracie,NA,NA,"alt,rock,folk","virgin emi records, dew process",NA,NA
Bohemia (Single Version) Mt. Wolf,Bohemia (Single Version),Mt. Wolf,NA,NA,NA,NA,NA,NA
Adele Tapes,Adele,Tapes,0,1997,"rock,folk","xl,columbia",bob dylan,"billy joel,joe nicolo-peter asher"
Stars Sam Airey,Stars,Sam Airey,1,1981,metal,jet,NA,"ozzy osbourne, randy rhoads, bob daisley, lee kerslake"
Drifting Nathan Ball,Drifting,Nathan Ball,NA,NA,NA,NA,NA,NA
Lullaby Mary Glenn,Lullaby,Mary Glenn,NA,NA,NA,NA,NA,NA
Branscombe Wovoka Gentle,Branscombe,Wovoka Gentle,0,1973,r&b,epic,NA,"pat vegas, lolly vegas and alex kazanegras"
Black Moss Johanna Warren,Black Moss,Johanna Warren,NA,NA,NA,"carpark records, wax nine records, spirit house, team love",NA,NA
Sem Eira Nem Beira Rodríguez,Sem Eira Nem Beira,Rodríguez,NA,NA,NA,NA,NA,NA
Make Believe Astronaut Husband,Make Believe,Astronaut Husband,NA,NA,NA,NA,NA,NA
November Gabriel Kahane,November,Gabriel Kahane,NA,NA,NA,NA,NA,NA
Void Kwalia,Void,Kwalia,0,2007,"rock,punk",suburban  people like you ,NA,NA
If Your Mind Should Change Ryan McNulty,If Your Mind Should Change,Ryan McNulty,NA,NA,"pop,r&b","xl,columbia",NA,"jim abbiss,adele adkins,paul epworth,rick rubin,fraser t smith,ryan tedder,dan wilson"
Mass (Re-Imagined) Phoria,Mass (Re-Imagined),Phoria,NA,NA,"rock,pop,elect",NA,NA,NA
Particles - Island Songs VI Ólafur Arnalds,Particles - Island Songs VI,Ólafur Arnalds,NA,NA,elect,"erased tapes, mercury kx/decca/universal classics",NA,NA
Mice Billie Marten,Mice,Billie Marten,NA,NA,other,chess club records ,NA,NA
Tiny Dancer Elton John,Tiny Dancer,Elton John,1,1972,"rock,pop",uni,"elton john, bernie taupin",gus dudgeon
Where the Night Goes Josh Ritter,Where the Night Goes,Josh Ritter,NA,NA,"alt,rock,folk,country","signature sounds,v2,sony bmg,victor",NA,NA
It's Too Late Carole King,It's Too Late,Carole King,1,1971,rock,ode,"carole king, toni stern",lou adler
Criminal Fiona Apple,Criminal,Fiona Apple,1,1997,other,"work,columbia",fiona apple,andrew slater
Thunder Road Bruce Springsteen,Thunder Road,Bruce Springsteen,0,1975,rock,"columbia,sony",bruce springsteen,"bruce springsteen,jon landau,mike appel"
Let It Be Paul McCartney,Let It Be,Paul McCartney,1,1970,rock,apple,lennon�mccartney,"george martin ,phil spector "
Isis Bob Dylan,Isis,Bob Dylan,0,1976,"rock,folk",columbia,"bob dylan, jacques levy",don devito
Nightswimming R.E.M.,Nightswimming,R.E.M.,1,1993,pop,warner bros.,"bill berry,peter buck,mike mills,michael stipe","scott litt,r.e.m."
Moondance Van Morrison,Moondance,Van Morrison,1,1970,"rock,pop,jazz,blues,folk",warner bros.,NA,van morrison
The Luckiest Ben Folds,The Luckiest,Ben Folds,NA,NA,"alt,rock,pop","attacked by plastic,epic",NA,NA
Candle In The Wind Elton John,Candle In The Wind,Elton John,1,1974,"rock,pop","mca, djm",NA,gus dudgeon
Life On Mars? - 1999 Remastered Version David Bowie,Life On Mars? - 1999 Remastered Version,David Bowie,1,1973,rock,rca,david bowie,ken scott
The Rose - Remastered Version Bette Midler,The Rose - Remastered Version,Bette Midler,1,1979,"rock,blues",atlantic,NA,paul a. rothchild
You've Got a Friend Carole King,You've Got a Friend,Carole King,1,1971,"rock,jazz,folk","ode,a&m",carole king,lou adler
One Fine Day - Remastered Natalie Merchant,One Fine Day - Remastered,Natalie Merchant,1,1963,pop,laurie records,"carole king, gerry goffin",the tokens
